Date,Difficulty,Category,Word
2023-12-25,Medium,OOMPH,FIRE
2023-12-25,Medium,OOMPH,JUICE
2023-12-25,Medium,OOMPH,ZIP
2023-12-25,Hard,SECRET ___,AGENT
2023-12-25,Hard,SECRET ___,CODE
2023-12-25,Hard,SECRET ___,SANTA
2023-12-25,Hard,SECRET ___,SAUCE
2023-12-24,Easiest,GENTLE,LIGHT
2023-12-24,Easiest,GENTLE,MELLOW
2023-12-24,Easiest,GENTLE,MILD
2023-12-24,Easiest,GENTLE,SOFT
2023-12-24,Easy,CUTS OF PORK,BELLY
2023-12-24,Easy,CUTS OF PORK,CHOP
2023-12-24,Easy,CUTS OF PORK,HOCK
2023-12-24,Easy,CUTS OF PORK,SHOULDER
2023-12-24,Medium,STATUE OF LIBERTY FEATURES,CROWN
2023-12-24,Medium,STATUE OF LIBERTY FEATURES,ROBE
2023-12-24,Medium,STATUE OF LIBERTY FEATURES,TABLET
2023-12-24,Medium,STATUE OF LIBERTY FEATURES,TORCH
2023-12-24,Hard,THINGS TO BLOW ON FOR WISHES/LUCK,CANDLE
2023-12-24,Hard,THINGS TO BLOW ON FOR WISHES/LUCK,DANDELION
2023-12-24,Hard,THINGS TO BLOW ON FOR WISHES/LUCK,DICE
2023-12-24,Hard,THINGS TO BLOW ON FOR WISHES/LUCK,EYELASH
2023-12-23,Easiest,MEANS OF TRANSPORTATION,BOAT
2023-12-23,Easiest,MEANS OF TRANSPORTATION,CAR
2023-12-23,Easiest,MEANS OF TRANSPORTATION,PLANE
2023-12-23,Easiest,MEANS OF TRANSPORTATION,TRAIN
2023-12-23,Easy,WILLING TO PARTICIPATE,DOWN
2023-12-23,Easy,WILLING TO PARTICIPATE,GAME
2023-12-23,Easy,WILLING TO PARTICIPATE,IN
2023-12-23,Easy,WILLING TO PARTICIPATE,ON BOARD
2023-12-23,Medium,LITTLE BIT IN A RECIPE,DASH
2023-12-23,Medium,LITTLE BIT IN A RECIPE,DROP
2023-12-23,Medium,LITTLE BIT IN A RECIPE,PINCH
2023-12-23,Medium,LITTLE BIT IN A RECIPE,SPLASH
2023-12-23,Hard,___BERRY [note no space],BLUE
2023-12-23,Hard,___BERRY [note no space],GOOSE
2023-12-23,Hard,___BERRY [note no space],RASP
2023-12-23,Hard,___BERRY [note no space],STRAW
2023-12-22,Easiest,CLASSIC HALLOWEEN COSTUMES,ANGEL
2023-12-22,Easiest,CLASSIC HALLOWEEN COSTUMES,CLOWN
2023-12-22,Easiest,CLASSIC HALLOWEEN COSTUMES,PIRATE
2023-12-22,Easiest,CLASSIC HALLOWEEN COSTUMES,WITCH
2023-12-22,Easy,BEE CREATIONS,COMB
2023-12-22,Easy,BEE CREATIONS,HIVE
2023-12-22,Easy,BEE CREATIONS,HONEY
2023-12-22,Easy,BEE CREATIONS,WAX
2023-12-22,Medium,INTERVAL OF TIME,PERIOD
2023-12-22,Medium,INTERVAL OF TIME,SPELL
2023-12-22,Medium,INTERVAL OF TIME,STRETCH
2023-12-22,Medium,INTERVAL OF TIME,WHILE
2023-12-22,Hard,ANIMAL HOMOPHONES,DEAR
2023-12-22,Hard,ANIMAL HOMOPHONES,HAIR
2023-12-22,Hard,ANIMAL HOMOPHONES,HOARSE
2023-12-22,Hard,ANIMAL HOMOPHONES,WAIL
2023-12-21,Easiest,SEEN IN A LAUNDRY ROOM,DRYER
2023-12-21,Easiest,SEEN IN A LAUNDRY ROOM,HAMPER
2023-12-21,Easiest,SEEN IN A LAUNDRY ROOM,IRON
2023-12-21,Easiest,SEEN IN A LAUNDRY ROOM,WASHER
2023-12-21,Easy,SHEPHERD,DIRECT
2023-12-21,Easy,SHEPHERD,GUIDE
2023-12-21,Easy,SHEPHERD,LEAD
2023-12-21,Easy,SHEPHERD,STEER
2023-12-21,Medium,WHAT “I” MIGHT MEAN,IODINE
2023-12-21,Medium,WHAT “I” MIGHT MEAN,IOTA
2023-12-21,Medium,WHAT “I” MIGHT MEAN,MYSELF
2023-12-21,Medium,WHAT “I” MIGHT MEAN,ONE
2023-12-21,Hard,___ VALLEY,DEATH
2023-12-21,Hard,___ VALLEY,HIDDEN
2023-12-21,Hard,___ VALLEY,SILICON
2023-12-21,Hard,___ VALLEY,UNCANNY
2023-12-20,Easiest,CONTACT VIA PHONE,BUZZ
2023-12-20,Easiest,CONTACT VIA PHONE,CALL
2023-12-20,Easiest,CONTACT VIA PHONE,DIAL
2023-12-20,Easiest,CONTACT VIA PHONE,RING
2023-12-20,Easy,BOOK SECTIONS,APPENDIX
2023-12-20,Easy,BOOK SECTIONS,CHAPTER
2023-12-20,Easy,BOOK SECTIONS,INDEX
2023-12-20,Easy,BOOK SECTIONS,PREFACE
2023-12-20,Medium,WEE,DINKY
2023-12-20,Medium,WEE,LITTLE
2023-12-20,Medium,WEE,MINUTE
2023-12-20,Medium,WEE,SLIGHT
2023-12-20,Hard,CARTOON MICE,ITCHY
2023-12-20,Hard,CARTOON MICE,JERRY
2023-12-20,Hard,CARTOON MICE,PINKY
2023-12-20,Hard,CARTOON MICE,SPEEDY
2023-12-19,Easiest,ACCESSORIES,BELT
2023-12-19,Easiest,ACCESSORIES,BRACELET
2023-12-19,Easiest,ACCESSORIES,TIE
2023-12-19,Easiest,ACCESSORIES,WATCH
2023-12-19,Easy,COMEDIAN’S OUTPUT,BIT
2023-12-19,Easy,COMEDIAN’S OUTPUT,JOKE
2023-12-19,Easy,COMEDIAN’S OUTPUT,ROUTINE
2023-12-19,Easy,COMEDIAN’S OUTPUT,SKETCH
2023-12-19,Medium,ATTRACTION,APPEAL
2023-12-19,Medium,ATTRACTION,CHARM
2023-12-19,Medium,ATTRACTION,DRAW
2023-12-19,Medium,ATTRACTION,PULL
2023-12-19,Hard,TWO LETTERS + NUMBER,CANINE
2023-12-19,Hard,TWO LETTERS + NUMBER,FREIGHT
2023-12-19,Hard,TWO LETTERS + NUMBER,OFTEN
2023-12-19,Hard,TWO LETTERS + NUMBER,STONE
2023-12-18,Easiest,BRIEF MOMENT,FLASH
2023-12-18,Easiest,BRIEF MOMENT,JIFFY
2023-12-18,Easiest,BRIEF MOMENT,SECOND
2023-12-18,Easiest,BRIEF MOMENT,WINK
2023-12-18,Easy,PRIMARY,CHIEF
2023-12-18,Easy,PRIMARY,FIRST
2023-12-18,Easy,PRIMARY,MAIN
2023-12-18,Easy,PRIMARY,PRINCIPAL
2023-12-18,Medium,AVENUES IN N.Y.C.,BROADWAY
2023-12-18,Medium,AVENUES IN N.Y.C.,FIFTH
2023-12-18,Medium,AVENUES IN N.Y.C.,MADISON
2023-12-18,Medium,AVENUES IN N.Y.C.,PARK
2023-12-18,Hard,___ HOUR,AMATEUR
2023-12-18,Hard,___ HOUR,ELEVENTH
2023-12-18,Hard,___ HOUR,HAPPY
2023-12-18,Hard,___ HOUR,RUSH
2023-12-17,Easiest,RESERVE FOR LATER,BANK
2023-12-17,Easiest,RESERVE FOR LATER,SAVE
2023-12-17,Easiest,RESERVE FOR LATER,STASH
2023-12-17,Easiest,RESERVE FOR LATER,STORE
2023-12-17,Easy,BOLDNESS FIGURATIVELY,GALL
2023-12-17,Easy,BOLDNESS FIGURATIVELY,GUTS
2023-12-17,Easy,BOLDNESS FIGURATIVELY,NERVE
2023-12-17,Easy,BOLDNESS FIGURATIVELY,STONES
2023-12-17,Medium,USED TO BUILD A SNOWMAN,CARROT
2023-12-17,Medium,USED TO BUILD A SNOWMAN,COAL
2023-12-17,Medium,USED TO BUILD A SNOWMAN,SNOW
2023-12-17,Medium,USED TO BUILD A SNOWMAN,STICKS
2023-12-17,Hard,FUNNY ___,BONE
2023-12-17,Hard,FUNNY ___,BUSINESS
2023-12-17,Hard,FUNNY ___,GIRL
2023-12-17,Hard,FUNNY ___,PAGES
2023-12-16,Easiest,FARM TOOLS,HOE
2023-12-16,Easiest,FARM TOOLS,PLOW
2023-12-16,Easiest,FARM TOOLS,RAKE
2023-12-16,Easiest,FARM TOOLS,SICKLE
2023-12-16,Easy,SCHEME,PLOT
2023-12-16,Easy,SCHEME,PLOY
2023-12-16,Easy,SCHEME,RUSE
2023-12-16,Easy,SCHEME,TRICK
2023-12-16,Medium,MAKE HAPPY,AMUSE
2023-12-16,Medium,MAKE HAPPY,DELIGHT
2023-12-16,Medium,MAKE HAPPY,PLEASE
2023-12-16,Medium,MAKE HAPPY,TICKLE
2023-12-16,Hard,ONOMATOPOEIA,BANG
2023-12-16,Hard,ONOMATOPOEIA,PLOP
2023-12-16,Hard,ONOMATOPOEIA,SPLASH
2023-12-16,Hard,ONOMATOPOEIA,THUD
2023-12-15,Easiest,CURMUDGEON,CRAB
2023-12-15,Easiest,CURMUDGEON,CRANK
2023-12-15,Easiest,CURMUDGEON,GROUCH
2023-12-15,Easiest,CURMUDGEON,GRUMP
2023-12-15,Easy,GET LOW,CROUCH
2023-12-15,Easy,GET LOW,DUCK
2023-12-15,Easy,GET LOW,SQUAT
2023-12-15,Easy,GET LOW,STOOP
2023-12-15,Medium,NATIONAL SYMBOLS,ANTHEM
2023-12-15,Medium,NATIONAL SYMBOLS,FLAG
2023-12-15,Medium,NATIONAL SYMBOLS,MOTTO
2023-12-15,Medium,NATIONAL SYMBOLS,SEAL
2023-12-15,Hard,SWINDLER,CHEAT
2023-12-15,Hard,SWINDLER,CROOK
2023-12-15,Hard,SWINDLER,QUACK
2023-12-15,Hard,SWINDLER,SHARK
2023-12-14,Easiest,PESTER,BADGER
2023-12-14,Easiest,PESTER,BUG
2023-12-14,Easiest,PESTER,HOUND
2023-12-14,Easiest,PESTER,NAG
2023-12-14,Easy,SPORTS VENUES,ARENA
2023-12-14,Easy,SPORTS VENUES,BOWL
2023-12-14,Easy,SPORTS VENUES,DOME
2023-12-14,Easy,SPORTS VENUES,FIELD
2023-12-14,Medium,SEPARATE,DIVIDE
2023-12-14,Medium,SEPARATE,FORK
2023-12-14,Medium,SEPARATE,PART
2023-12-14,Medium,SEPARATE,SPLIT
2023-12-14,Hard,SILVER ___,FOX
2023-12-14,Hard,SILVER ___,LINING
2023-12-14,Hard,SILVER ___,SCREEN
2023-12-14,Hard,SILVER ___,SPOON
2023-12-13,Easiest,GOLF COURSE PARTS,BUNKER
2023-12-13,Easiest,GOLF COURSE PARTS,FAIRWAY
2023-12-13,Easiest,GOLF COURSE PARTS,GREEN
2023-12-13,Easiest,GOLF COURSE PARTS,ROUGH
2023-12-13,Easy,“I GIVE!”,ENOUGH
2023-12-13,Easy,“I GIVE!”,MERCY
2023-12-13,Easy,“I GIVE!”,STOP
2023-12-13,Easy,“I GIVE!”,UNCLE
2023-12-13,Medium,INDECENT,BAWDY
2023-12-13,Medium,INDECENT,BLUE
2023-12-13,Medium,INDECENT,COARSE
2023-12-13,Medium,INDECENT,RISQUE
2023-12-13,Hard,”-OUGH” WORDS THAT DON’T RHYME,BOUGH
2023-12-13,Hard,”-OUGH” WORDS THAT DON’T RHYME,COUGH
2023-12-13,Hard,”-OUGH” WORDS THAT DON’T RHYME,DOUGH
2023-12-13,Hard,”-OUGH” WORDS THAT DON’T RHYME,TOUGH
2023-12-12,Easiest,MURKY CONDITION,CLOUD
2023-12-12,Easiest,MURKY CONDITION,FOG
2023-12-12,Easiest,MURKY CONDITION,HAZE
2023-12-12,Easiest,MURKY CONDITION,MIST
2023-12-12,Easy,FOLLOW,SHADOW
2023-12-12,Easy,FOLLOW,TAIL
2023-12-12,Easy,FOLLOW,TRACK
2023-12-12,Easy,FOLLOW,TRAIL
2023-12-12,Medium,PINBALL MACHINE COMPONENTS,BALL
2023-12-12,Medium,PINBALL MACHINE COMPONENTS,BUMPER
2023-12-12,Medium,PINBALL MACHINE COMPONENTS,FLIPPER
2023-12-12,Medium,PINBALL MACHINE COMPONENTS,PLUNGER
2023-12-12,Hard,___LAND COUNTRIES,ICE
2023-12-12,Hard,___LAND COUNTRIES,IRE
2023-12-12,Hard,___LAND COUNTRIES,FIN
2023-12-12,Hard,___LAND COUNTRIES,NETHER
2023-12-11,Easiest,LUXURIOUS FABRICS,CHIFFON
2023-12-11,Easiest,LUXURIOUS FABRICS,SATIN
2023-12-11,Easiest,LUXURIOUS FABRICS,SILK
2023-12-11,Easiest,LUXURIOUS FABRICS,VELVET
2023-12-11,Easy,COME DOWN TO REST,PERCH
2023-12-11,Easy,COME DOWN TO REST,ROOST
2023-12-11,Easy,COME DOWN TO REST,SETTLE
2023-12-11,Easy,COME DOWN TO REST,LAND
2023-12-11,Medium,SHOE PARTS,EYELET
2023-12-11,Medium,SHOE PARTS,LACE
2023-12-11,Medium,SHOE PARTS,SOLE
2023-12-11,Medium,SHOE PARTS,TONGUE
2023-12-11,Hard,THINGS THAT ARE DELIVERED,BABY
2023-12-11,Hard,THINGS THAT ARE DELIVERED,BLOW
2023-12-11,Hard,THINGS THAT ARE DELIVERED,PACKAGE
2023-12-11,Hard,THINGS THAT ARE DELIVERED,SPEECH
2023-12-10,Easiest,PARTS OF A RIVER,BANK
2023-12-10,Easiest,PARTS OF A RIVER,BED
2023-12-10,Easiest,PARTS OF A RIVER,DELTA
2023-12-10,Easiest,PARTS OF A RIVER,MOUTH
2023-12-10,Easy,SOMETHING EASY TO DO,BREEZE
2023-12-10,Easy,SOMETHING EASY TO DO,CINCH
2023-12-10,Easy,SOMETHING EASY TO DO,PICNIC
2023-12-10,Easy,SOMETHING EASY TO DO,SNAP
2023-12-10,Medium,WRAP AROUND IN A CIRCLE,COIL
2023-12-10,Medium,WRAP AROUND IN A CIRCLE,SPIRAL
2023-12-10,Medium,WRAP AROUND IN A CIRCLE,TWIST
2023-12-10,Medium,WRAP AROUND IN A CIRCLE,WIND
2023-12-10,Hard,JUMP INTO THE AIR,BOUND
2023-12-10,Hard,JUMP INTO THE AIR,LEAP
2023-12-10,Hard,JUMP INTO THE AIR,SPRING
2023-12-10,Hard,JUMP INTO THE AIR,VAULT
2023-12-09,Easiest,ICE CREAM TREATS,FLOAT
2023-12-09,Easiest,ICE CREAM TREATS,SHAKE
2023-12-09,Easiest,ICE CREAM TREATS,SPLIT
2023-12-09,Easiest,ICE CREAM TREATS,SUNDAE
2023-12-09,Easy,HARDWARE FASTENERS,BOLT
2023-12-09,Easy,HARDWARE FASTENERS,NAIL
2023-12-09,Easy,HARDWARE FASTENERS,RIVET
2023-12-09,Easy,HARDWARE FASTENERS,SCREW
2023-12-09,Medium,KINDS OF COOKING OIL,CORN
2023-12-09,Medium,KINDS OF COOKING OIL,OLIVE
2023-12-09,Medium,KINDS OF COOKING OIL,PALM
2023-12-09,Medium,KINDS OF COOKING OIL,PEANUT
2023-12-09,Hard,STICKY ___,FINGERS
2023-12-09,Hard,STICKY ___,NOTE
2023-12-09,Hard,STICKY ___,RICE
2023-12-09,Hard,STICKY ___,WICKET
2023-12-08,Easiest,DECLINE,EBB
2023-12-08,Easiest,DECLINE,FADE
2023-12-08,Easiest,DECLINE,FLAG
2023-12-08,Easiest,DECLINE,WANE
2023-12-08,Easy,ABSOLUTE,PURE
2023-12-08,Easy,ABSOLUTE,SHEER
2023-12-08,Easy,ABSOLUTE,TOTAL
2023-12-08,Easy,ABSOLUTE,UTTER
2023-12-08,Medium,EXPRESS,AIR
2023-12-08,Medium,EXPRESS,SPEAK
2023-12-08,Medium,EXPRESS,STATE
2023-12-08,Medium,EXPRESS,VOICE
2023-12-08,Hard,SUPERHERO LAST NAMES,BANNER
2023-12-08,Hard,SUPERHERO LAST NAMES,PRINCE
2023-12-08,Hard,SUPERHERO LAST NAMES,STARK
2023-12-08,Hard,SUPERHERO LAST NAMES,WAYNE
2023-12-07,Easiest,STATE ABBREVIATIONS,HI
2023-12-07,Easiest,STATE ABBREVIATIONS,LA
2023-12-07,Easiest,STATE ABBREVIATIONS,MA
2023-12-07,Easiest,STATE ABBREVIATIONS,OK
2023-12-07,Easy,CABLE CHANNELS,BET
2023-12-07,Easy,CABLE CHANNELS,E
2023-12-07,Easy,CABLE CHANNELS,HALLMARK
2023-12-07,Easy,CABLE CHANNELS,USA
2023-12-07,Medium,IN THE NATO ALPHABET,ALFA
2023-12-07,Medium,IN THE NATO ALPHABET,BRAVO
2023-12-07,Medium,IN THE NATO ALPHABET,ROMEO
2023-12-07,Medium,IN THE NATO ALPHABET,TANGO
2023-12-07,Hard,___-___,BOO
2023-12-07,Hard,___-___,POM
2023-12-07,Hard,___-___,TOM
2023-12-07,Hard,___-___,YO
2023-12-06,Easiest,FOUND ON SHEET MUSIC,CLEF
2023-12-06,Easiest,FOUND ON SHEET MUSIC,NOTE
2023-12-06,Easiest,FOUND ON SHEET MUSIC,REST
2023-12-06,Easiest,FOUND ON SHEET MUSIC,STAFF
2023-12-06,Easy,ZODIAC SYMBOLS,BULL
2023-12-06,Easy,ZODIAC SYMBOLS,CRAB
2023-12-06,Easy,ZODIAC SYMBOLS,SCALES
2023-12-06,Easy,ZODIAC SYMBOLS,TWINS
2023-12-06,Medium,RECORD LABELS,CAPITOL
2023-12-06,Medium,RECORD LABELS,COLUMBIA
2023-12-06,Medium,RECORD LABELS,VIRGIN
2023-12-06,Medium,RECORD LABELS,ISLAND
2023-12-06,Hard,ZODIAC SIGN BEGINNINGS,CAN
2023-12-06,Hard,ZODIAC SIGN BEGINNINGS,GEM
2023-12-06,Hard,ZODIAC SIGN BEGINNINGS,LIB
2023-12-06,Hard,ZODIAC SIGN BEGINNINGS,TAU
2023-12-05,Easiest,ENORMOUS,BIG
2023-12-05,Easiest,ENORMOUS,GIANT
2023-12-05,Easiest,ENORMOUS,GREAT
2023-12-05,Easiest,ENORMOUS,HUGE
2023-12-05,Easy,BOOKSTORE SECTIONS,FICTION
2023-12-05,Easy,BOOKSTORE SECTIONS,HUMOR
2023-12-05,Easy,BOOKSTORE SECTIONS,POETRY
2023-12-05,Easy,BOOKSTORE SECTIONS,TRAVEL
2023-12-05,Medium,TV SHOWS WITH HAPPY-SOUNDING NAMES,CHEERS
2023-12-05,Medium,TV SHOWS WITH HAPPY-SOUNDING NAMES,EUPHORIA
2023-12-05,Medium,TV SHOWS WITH HAPPY-SOUNDING NAMES,FELICITY
2023-12-05,Medium,TV SHOWS WITH HAPPY-SOUNDING NAMES,GLEE
2023-12-05,Hard,___ CRANE,CONSTRUCTION
2023-12-05,Hard,___ CRANE,FRASIER
2023-12-05,Hard,___ CRANE,PAPER
2023-12-05,Hard,___ CRANE,WHOOPING
2023-12-04,Easiest,UNIT OF BREAD,BAGUETTE
2023-12-04,Easiest,UNIT OF BREAD,BUN
2023-12-04,Easiest,UNIT OF BREAD,LOAF
2023-12-04,Easiest,UNIT OF BREAD,ROLL
2023-12-04,Easy,ASSURE AS A WIN,CLINCH
2023-12-04,Easy,ASSURE AS A WIN,GUARANTEE
2023-12-04,Easy,ASSURE AS A WIN,LOCK
2023-12-04,Easy,ASSURE AS A WIN,SECURE
2023-12-04,Medium,SMALL IMPERFECTION,CHIP
2023-12-04,Medium,SMALL IMPERFECTION,MARK
2023-12-04,Medium,SMALL IMPERFECTION,NICK
2023-12-04,Medium,SMALL IMPERFECTION,SCRATCH
2023-12-04,Hard,HEAD OF ___,HAIR
2023-12-04,Hard,HEAD OF ___,LETTUCE
2023-12-04,Hard,HEAD OF ___,STATE
2023-12-04,Hard,HEAD OF ___,STEAM
2023-12-03,Easiest,MONTHLY BILLS,CABLE
2023-12-03,Easiest,MONTHLY BILLS,ELECTRIC
2023-12-03,Easiest,MONTHLY BILLS,GAS
2023-12-03,Easiest,MONTHLY BILLS,WATER
2023-12-03,Easy,RELATED TO SOUND/HEARING,ACOUSTIC
2023-12-03,Easy,RELATED TO SOUND/HEARING,AUDITORY
2023-12-03,Easy,RELATED TO SOUND/HEARING,HEARD
2023-12-03,Easy,RELATED TO SOUND/HEARING,SONIC
2023-12-03,Medium,CONNECT,COUPLE
2023-12-03,Medium,CONNECT,HITCH
2023-12-03,Medium,CONNECT,LINK
2023-12-03,Medium,CONNECT,TIE
2023-12-03,Hard,EXCITE WITH “UP”,AMP
2023-12-03,Hard,EXCITE WITH “UP”,FIRE
2023-12-03,Hard,EXCITE WITH “UP”,HYPE
2023-12-03,Hard,EXCITE WITH “UP”,PUMP
2023-12-02,Easiest,CONTAINERS,BASKET
2023-12-02,Easiest,CONTAINERS,BIN
2023-12-02,Easiest,CONTAINERS,CHEST
2023-12-02,Easiest,CONTAINERS,HAMPER
2023-12-02,Easy,CIRCULAR SHAPES,BAND
2023-12-02,Easy,CIRCULAR SHAPES,CIRCLE
2023-12-02,Easy,CIRCULAR SHAPES,HOOP
2023-12-02,Easy,CIRCULAR SHAPES,RING
2023-12-02,Medium,RESTRICT,CAP
2023-12-02,Medium,RESTRICT,CHECK
2023-12-02,Medium,RESTRICT,CURB
2023-12-02,Medium,RESTRICT,LIMIT
2023-12-02,Hard,___ JAM,NBA
2023-12-02,Hard,___ JAM,PAPER
2023-12-02,Hard,___ JAM,PEARL
2023-12-02,Hard,___ JAM,TRAFFIC
2023-12-01,Easiest,PLACES TO SHOP,MALL
2023-12-01,Easiest,PLACES TO SHOP,MARKET
2023-12-01,Easiest,PLACES TO SHOP,OUTLET
2023-12-01,Easiest,PLACES TO SHOP,STORE
2023-12-01,Easy,WAYS TO REMOVE HAIR,SHAVE
2023-12-01,Easy,WAYS TO REMOVE HAIR,THREAD
2023-12-01,Easy,WAYS TO REMOVE HAIR,TWEEZE
2023-12-01,Easy,WAYS TO REMOVE HAIR,WAX
2023-12-01,Medium,PORTION OF PROFIT,CUT
2023-12-01,Medium,PORTION OF PROFIT,PIECE
2023-12-01,Medium,PORTION OF PROFIT,SHARE
2023-12-01,Medium,PORTION OF PROFIT,TAKE
2023-12-01,Hard,KINDS OF WRENCHES,ALLEN
2023-12-01,Hard,KINDS OF WRENCHES,CRESCENT
2023-12-01,Hard,KINDS OF WRENCHES,MONKEY
2023-12-01,Hard,KINDS OF WRENCHES,SOCKET
2023-11-30,Easiest,AVOID,DODGE
2023-11-30,Easiest,AVOID,DUCK
2023-11-30,Easiest,AVOID,ESCAPE
2023-11-30,Easiest,AVOID,SKIRT
2023-11-30,Easy,HITCHCOCK MOVIES,BIRDS
2023-11-30,Easy,HITCHCOCK MOVIES,NOTORIOUS
2023-11-30,Easy,HITCHCOCK MOVIES,REBECCA
2023-11-30,Easy,HITCHCOCK MOVIES,ROPE
2023-11-30,Medium,SIDEKICKS,GOOSE
2023-11-30,Medium,SIDEKICKS,HOBBES
2023-11-30,Medium,SIDEKICKS,ROBIN
2023-11-30,Medium,SIDEKICKS,WATSON
2023-11-30,Hard,___ CHEESE,COTTAGE
2023-11-30,Hard,___ CHEESE,CREAM
2023-11-30,Hard,___ CHEESE,SAY
2023-11-30,Hard,___ CHEESE,STRING
2023-11-29,Easiest,FOOT PARTS,ARCH
2023-11-29,Easiest,FOOT PARTS,BALL
2023-11-29,Easiest,FOOT PARTS,SOLE
2023-11-29,Easiest,FOOT PARTS,TOE
2023-11-29,Easy,MUSICAL INSTRUMENTS,BASS
2023-11-29,Easy,MUSICAL INSTRUMENTS,HARP
2023-11-29,Easy,MUSICAL INSTRUMENTS,HORN
2023-11-29,Easy,MUSICAL INSTRUMENTS,ORGAN
2023-11-29,Medium,DOG COMMANDS,COME
2023-11-29,Medium,DOG COMMANDS,DOWN
2023-11-29,Medium,DOG COMMANDS,SIT
2023-11-29,Medium,DOG COMMANDS,STAY
2023-11-29,Hard,BADDIE,DOG
2023-11-29,Hard,BADDIE,HEEL
2023-11-29,Hard,BADDIE,JERK
2023-11-29,Hard,BADDIE,SNAKE
2023-11-28,Easiest,ROOMS IN A HOUSE,BEDROOM
2023-11-28,Easiest,ROOMS IN A HOUSE,DEN
2023-11-28,Easiest,ROOMS IN A HOUSE,KITCHEN
2023-11-28,Easiest,ROOMS IN A HOUSE,STUDY
2023-11-28,Easy,LAND SURROUNDED BY WATER,ATOLL
2023-11-28,Easy,LAND SURROUNDED BY WATER,BAR
2023-11-28,Easy,LAND SURROUNDED BY WATER,ISLAND
2023-11-28,Easy,LAND SURROUNDED BY WATER,KEY
2023-11-28,Medium,FILL TO EXCESS,CRAM
2023-11-28,Medium,FILL TO EXCESS,JAM
2023-11-28,Medium,FILL TO EXCESS,PACK
2023-11-28,Medium,FILL TO EXCESS,STUFF
2023-11-28,Hard,BEAN ___,BAG
2023-11-28,Hard,BEAN ___,COUNTER
2023-11-28,Hard,BEAN ___,DIP
2023-11-28,Hard,BEAN ___,SPROUT
2023-11-27,Easiest,CARRY A TUNE,HUM
2023-11-27,Easiest,CARRY A TUNE,SING
2023-11-27,Easiest,CARRY A TUNE,SCAT
2023-11-27,Easiest,CARRY A TUNE,WHISTLE
2023-11-27,Easy,WHOLE AMOUNT,COUNT
2023-11-27,Easy,WHOLE AMOUNT,GROSS
2023-11-27,Easy,WHOLE AMOUNT,SUM
2023-11-27,Easy,WHOLE AMOUNT,TOTAL
2023-11-27,Medium,MOJITO INGREDIENTS,LIME
2023-11-27,Medium,MOJITO INGREDIENTS,MINT
2023-11-27,Medium,MOJITO INGREDIENTS,RUM
2023-11-27,Medium,MOJITO INGREDIENTS,SODA
2023-11-27,Hard,THINGS THAT ARE “STICKY”,GLUE
2023-11-27,Hard,THINGS THAT ARE “STICKY”,GUM
2023-11-27,Hard,THINGS THAT ARE “STICKY”,TAPE
2023-11-27,Hard,THINGS THAT ARE “STICKY”,STICK
2023-11-26,Easiest,MUNICIPALITIES,CITY
2023-11-26,Easiest,MUNICIPALITIES,COUNTY
2023-11-26,Easiest,MUNICIPALITIES,TOWN
2023-11-26,Easiest,MUNICIPALITIES,VILLAGE
2023-11-26,Easy,BLENDER BUTTONS,CHOP
2023-11-26,Easy,BLENDER BUTTONS,GRIND
2023-11-26,Easy,BLENDER BUTTONS,PULSE
2023-11-26,Easy,BLENDER BUTTONS,PUREE
2023-11-26,Medium,FINANCIAL TERMS,CAPITAL
2023-11-26,Medium,FINANCIAL TERMS,EQUITY
2023-11-26,Medium,FINANCIAL TERMS,INTEREST
2023-11-26,Medium,FINANCIAL TERMS,STOCK
2023-11-26,Hard,___ LEAGUE,IVY
2023-11-26,Hard,___ LEAGUE,JUSTICE
2023-11-26,Hard,___ LEAGUE,LITTLE
2023-11-26,Hard,___ LEAGUE,PREMIER
2023-11-25,Easiest,SECLUDED,HIDDEN
2023-11-25,Easiest,SECLUDED,PRIVATE
2023-11-25,Easiest,SECLUDED,REMOTE
2023-11-25,Easiest,SECLUDED,SECRET
2023-11-25,Easy,AGGREGATE SIZE,AMOUNT
2023-11-25,Easy,AGGREGATE SIZE,NUMBER
2023-11-25,Easy,AGGREGATE SIZE,QUANTITY
2023-11-25,Easy,AGGREGATE SIZE,VOLUME
2023-11-25,Medium,BODIES OF WATER,CANAL
2023-11-25,Medium,BODIES OF WATER,CHANNEL
2023-11-25,Medium,BODIES OF WATER,SOUND
2023-11-25,Medium,BODIES OF WATER,STRAIT
2023-11-25,Hard,READS THE SAME ROTATED 180°,96
2023-11-25,Hard,READS THE SAME ROTATED 180°,MOW
2023-11-25,Hard,READS THE SAME ROTATED 180°,NOON
2023-11-25,Hard,READS THE SAME ROTATED 180°,SIS
2023-11-24,Easiest,CRITICIZE,KNOCK
2023-11-24,Easiest,CRITICIZE,PAN
2023-11-24,Easiest,CRITICIZE,ROAST
2023-11-24,Easiest,CRITICIZE,SLAM
2023-11-24,Easy,REALITY SHOWS,ALONE
2023-11-24,Easy,REALITY SHOWS,CATFISH
2023-11-24,Easy,REALITY SHOWS,CHOPPED
2023-11-24,Easy,REALITY SHOWS,SURVIVOR
2023-11-24,Medium,CAR BRANDS,FIAT
2023-11-24,Medium,CAR BRANDS,JAGUAR
2023-11-24,Medium,CAR BRANDS,MINI
2023-11-24,Medium,CAR BRANDS,RAM
2023-11-24,Hard,___ PAD,BACHELOR
